Sheet ID,Sheet Name/Range,Google sheetID,Point Quantity,Goal 1,Goal 2,Point 1,Point 2,Point 3,Point 4
1uRYxRGUUzNcmg5sd7eCG0hbxMRqq1DRW9wg7G5n7VOY,Sheet4!A:F,1880850462,8640,0,0,fb419cc08c0a11eb924f02420aff037c,fbb788188c0a11eb924f02420aff037c,,
1uRYxRGUUzNcmg5sd7eCG0hbxMRqq1DRW9wg7G5n7VOY,Sheet5!A:F,294127850,8640,0,0,d9c55ee68c0b11eb9aff02420aff0378,d9f388848c0b11eb9aff02420aff0378,,
1uRYxRGUUzNcmg5sd7eCG0hbxMRqq1DRW9wg7G5n7VOY,Sheet6!A:F,1337304861,8640,0,0,c72289c08c0c11eb8d8b02420aff035f,c793f3f88c0c11eb8d8b02420aff035f,,
1-tJ8Qhaa_HcO5p3aBagsNSOjAbJpqyJcPbcU4Ywbu20,Sheet1!A:D,0,8640,0,0,d9a0cf4a8c0b11eb9aff02420aff0378,d995b5428c0b11eb9aff02420aff0378,,
1-tJ8Qhaa_HcO5p3aBagsNSOjAbJpqyJcPbcU4Ywbu20,Sheet2!A:D,2120906675,8640,0,0,09ca60aa8bfd11eba84602420aff035e,,,
1-tJ8Qhaa_HcO5p3aBagsNSOjAbJpqyJcPbcU4Ywbu20,Sheet3!A:D,1321610643,8640,0,0,fa4853f48c0a11eb924f02420aff037c,,,
1-tJ8Qhaa_HcO5p3aBagsNSOjAbJpqyJcPbcU4Ywbu20,Sheet4!A:D,1982794108,8640,0,0,fb419cc08c0a11eb924f02420aff037c,,,
1-tJ8Qhaa_HcO5p3aBagsNSOjAbJpqyJcPbcU4Ywbu20,Sheet5!A:D,1873946497,8640,0,0,d9c55ee68c0b11eb9aff02420aff0378,,,
1-tJ8Qhaa_HcO5p3aBagsNSOjAbJpqyJcPbcU4Ywbu20,Sheet6!A:D,970659860,8640,0,0,c72289c08c0c11eb8d8b02420aff035f,,,
1fLojwuLVhNlG_dDjpCpT7VR1K52LbdjJP2j6PqDUvQU,Sheet1!A:C,0,8640,0,0,d995b5428c0b11eb9aff02420aff0378,,,
1fLojwuLVhNlG_dDjpCpT7VR1K52LbdjJP2j6PqDUvQU,Sheet2!A:C,1849670951,8640,0,0,09c21b708bfd11eba84602420aff035e,,,
1fLojwuLVhNlG_dDjpCpT7VR1K52LbdjJP2j6PqDUvQU,Sheet3!A:C,832133566,8640,0,0,fa2f386a8c0a11eb924f02420aff037c,,,
1fLojwuLVhNlG_dDjpCpT7VR1K52LbdjJP2j6PqDUvQU,Sheet4!A:C,1674002873,8640,0,0,fb2991028c0a11eb924f02420aff037c,,,
1fLojwuLVhNlG_dDjpCpT7VR1K52LbdjJP2j6PqDUvQU,Sheet5!A:C,1136673379,8640,0,0,d9bdec388c0b11eb9aff02420aff0378,,,
1fLojwuLVhNlG_dDjpCpT7VR1K52LbdjJP2j6PqDUvQU,Sheet6!A:C,1281129137,8640,0,0,c70b5d048c0c11eb8d8b02420aff035f,,,
1KOrFt0lNuGpivSeI4dhyeoaw6_5_Owv3ez6D1pOmSfE,Sheet1!A:F,0,8640,0,0,7e1e521a8c0011eb83e002420aff0384,f9fa2d5a8c0a11eb924f02420aff037c,c7bd0c668c0c11eb8d8b02420aff035f,
1KOrFt0lNuGpivSeI4dhyeoaw6_5_Owv3ez6D1pOmSfE,Sheet2!A:F,2019785757,8640,0,0,09c21b708bfd11eba84602420aff035e,7e2eea6c8c0011eb83e002420aff0384,7e7c20348c0011eb83e002420aff0384,
1KOrFt0lNuGpivSeI4dhyeoaw6_5_Owv3ez6D1pOmSfE,Sheet3!A:F,1046920276,8640,0,0,7e683f108c0011eb83e002420aff0384,fa84c3ac8c0a11eb924f02420aff037c,7e98be888c0011eb83e002420aff0384,
1KOrFt0lNuGpivSeI4dhyeoaw6_5_Owv3ez6D1pOmSfE,Sheet4!A:F,1472653760,8640,0,0,fb0219108c0a11eb924f02420aff037c,fb945b5e8c0a11eb924f02420aff037c,7eb5746a8c0011eb83e002420aff0384,
1KOrFt0lNuGpivSeI4dhyeoaw6_5_Owv3ez6D1pOmSfE,Sheet5!A:F,2122069155,8640,0,0,d9ae6ac48c0b11eb9aff02420aff0378,d9e505668c0b11eb9aff02420aff0378,7ecda8a08c0011eb83e002420aff0384,
1KOrFt0lNuGpivSeI4dhyeoaw6_5_Owv3ez6D1pOmSfE,Sheet6!A:F,478814302,8640,0,0,da0f60908c0b11eb9aff02420aff0378,c771c0448c0c11eb8d8b02420aff035f,fbc865c08c0a11eb924f02420aff037c,
